data_dir                       :                            ../data/
output_dir                     :                             output/
data_name                      :                              Beauty
do_eval                        :                                   0
load_pretrain                  :                                   1
model_idx                      :                                   1
gpu_id                         :                                   0
contrast_tau                   :                                 0.2
contrast_weight                :                                 1.0
noise_ratio                    :                                 0.0
training_data_ratio            :                                 1.0
similarity_model_name          :                          ItemCF_IUF
base_augment_type              :                              random
model_name                     :                             CLBARec
max_seq_length                 :                                  50
hidden_size                    :                                 128
embedding_size                 :                                  64
num_layers                     :                                   1
dropout_prob                   :                                 0.2
lr                             :                               0.001
batch_size                     :                                 256
no_cuda                        :                                   0
log_freq                       :                                   1
seed                           :                                2024
weight_decay                   :                                 0.0
adam_beta1                     :                                 0.9
adam_beta2                     :                               0.999
augmentation_warm_up_epoches   :                                 500
epochs                         :                                 200
pretrain_epoch                 :                                   0
start_valid                    :                                 100
patience                       :                                  20
n_pairs                        :                                   1
n_whole_level                  :                                   1
wml_weight                     :                                 1.0
aml_weight                     :                                 1.0
rec_weight                     :                                 1.0
attention_probs_dropout_prob   :                                 0.2
hidden_dropout_prob            :                                 0.2
beta                           :                                 0.3
rate_min                       :                                 0.2
rate_max                       :                                0.51
cuda_condition                 :                                   1
data_file                      :                  ../data/Beauty.txt
item_size                      :                               12103
log_file                       :         output/CLBARec-Beauty-1.txt
Namespace(data_dir='../data/', output_dir='output/', data_name='Beauty', do_eval=False, load_pretrain=True, model_idx=1, gpu_id='0', contrast_tau=0.2, contrast_weight=1.0, noise_ratio=0.0, training_data_ratio=1.0, similarity_model_name='ItemCF_IUF', base_augment_type='random', model_name='CLBARec', max_seq_length=50, hidden_size=128, embedding_size=64, num_layers=1, dropout_prob=0.2, lr=0.001, batch_size=256, no_cuda=False, log_freq=1, seed=2024, weight_decay=0.0, adam_beta1=0.9, adam_beta2=0.999, augmentation_warm_up_epoches=500, epochs=200, pretrain_epoch=0, start_valid=100, patience=20, n_pairs=1, n_whole_level=1, wml_weight=1.0, aml_weight=1.0, rec_weight=1.0, attention_probs_dropout_prob=0.2, hidden_dropout_prob=0.2, beta=0.3, rate_min=0.2, rate_max=0.51, cuda_condition=True, data_file='../data/Beauty.txt', item_size=12103, log_file='output/CLBARec-Beauty-1.txt')
{'Epoch': 0, 'HIT@5': '0.0291', 'NDCG@5': '0.0182', 'HIT@10': '0.0504', 'NDCG@10': '0.0250', 'HIT@20': '0.0831', 'NDCG@20': '0.0332'}
{'epoch': 0, 'rec_avg_loss': '0.2156'}
{'epoch': 45, 'rec_avg_loss': '0.1834'}
{'epoch': 46, 'rec_avg_loss': '0.1805'}
{'epoch': 47, 'rec_avg_loss': '0.1785'}
{'epoch': 48, 'rec_avg_loss': '0.1774'}
{'epoch': 49, 'rec_avg_loss': '0.1819'}
{'epoch': 50, 'rec_avg_loss': '0.1786'}
{'epoch': 51, 'rec_avg_loss': '0.1792'}
{'epoch': 52, 'rec_avg_loss': '0.1786'}
{'epoch': 53, 'rec_avg_loss': '0.1739'}
{'epoch': 54, 'rec_avg_loss': '0.1761'}
{'epoch': 55, 'rec_avg_loss': '0.1743'}
{'epoch': 56, 'rec_avg_loss': '0.1805'}
{'epoch': 57, 'rec_avg_loss': '0.1731'}
{'epoch': 58, 'rec_avg_loss': '0.1817'}
{'epoch': 59, 'rec_avg_loss': '0.1772'}
{'epoch': 60, 'rec_avg_loss': '0.1760'}
{'epoch': 61, 'rec_avg_loss': '0.1765'}
{'epoch': 62, 'rec_avg_loss': '0.1770'}
{'epoch': 63, 'rec_avg_loss': '0.1723'}
{'epoch': 64, 'rec_avg_loss': '0.1772'}
{'epoch': 65, 'rec_avg_loss': '0.1744'}
{'epoch': 66, 'rec_avg_loss': '0.1764'}
{'epoch': 67, 'rec_avg_loss': '0.1735'}
{'epoch': 68, 'rec_avg_loss': '0.1750'}
{'epoch': 69, 'rec_avg_loss': '0.1729'}
{'epoch': 70, 'rec_avg_loss': '0.1705'}
{'epoch': 71, 'rec_avg_loss': '0.1697'}
{'epoch': 72, 'rec_avg_loss': '0.1759'}
{'epoch': 73, 'rec_avg_loss': '0.1735'}
{'epoch': 74, 'rec_avg_loss': '0.1737'}
{'epoch': 75, 'rec_avg_loss': '0.1712'}
{'epoch': 76, 'rec_avg_loss': '0.1722'}
{'epoch': 77, 'rec_avg_loss': '0.1729'}
{'epoch': 78, 'rec_avg_loss': '0.1694'}
{'epoch': 79, 'rec_avg_loss': '0.1739'}
{'epoch': 80, 'rec_avg_loss': '0.1739'}
{'epoch': 81, 'rec_avg_loss': '0.1699'}
{'epoch': 82, 'rec_avg_loss': '0.1702'}
{'epoch': 83, 'rec_avg_loss': '0.1707'}
{'epoch': 84, 'rec_avg_loss': '0.1733'}
{'epoch': 85, 'rec_avg_loss': '0.1703'}
{'epoch': 86, 'rec_avg_loss': '0.1772'}
{'epoch': 87, 'rec_avg_loss': '0.1687'}
{'epoch': 88, 'rec_avg_loss': '0.1672'}
{'epoch': 89, 'rec_avg_loss': '0.1681'}
{'epoch': 90, 'rec_avg_loss': '0.1707'}
{'epoch': 91, 'rec_avg_loss': '0.1679'}
{'epoch': 92, 'rec_avg_loss': '0.1688'}
{'epoch': 93, 'rec_avg_loss': '0.1701'}
{'epoch': 94, 'rec_avg_loss': '0.1676'}
{'epoch': 95, 'rec_avg_loss': '0.1683'}
{'epoch': 96, 'rec_avg_loss': '0.1685'}
{'epoch': 97, 'rec_avg_loss': '0.1674'}
{'epoch': 98, 'rec_avg_loss': '0.1645'}
{'epoch': 99, 'rec_avg_loss': '0.1655'}
{'epoch': 100, 'rec_avg_loss': '0.1673'}
{'epoch': 101, 'rec_avg_loss': '0.1669'}
{'Epoch': 101, 'HIT@5': '0.0408', 'NDCG@5': '0.0264', 'HIT@10': '0.0661', 'NDCG@10': '0.0345', 'HIT@20': '0.1026', 'NDCG@20': '0.0436'}
{'epoch': 102, 'rec_avg_loss': '0.1654'}
{'Epoch': 102, 'HIT@5': '0.0413', 'NDCG@5': '0.0265', 'HIT@10': '0.0668', 'NDCG@10': '0.0348', 'HIT@20': '0.1021', 'NDCG@20': '0.0436'}
{'epoch': 103, 'rec_avg_loss': '0.1672'}
{'Epoch': 103, 'HIT@5': '0.0415', 'NDCG@5': '0.0270', 'HIT@10': '0.0663', 'NDCG@10': '0.0350', 'HIT@20': '0.1029', 'NDCG@20': '0.0442'}
{'epoch': 104, 'rec_avg_loss': '0.1677'}
{'Epoch': 104, 'HIT@5': '0.0429', 'NDCG@5': '0.0279', 'HIT@10': '0.0677', 'NDCG@10': '0.0358', 'HIT@20': '0.1037', 'NDCG@20': '0.0448'}
{'epoch': 105, 'rec_avg_loss': '0.1674'}
{'Epoch': 105, 'HIT@5': '0.0427', 'NDCG@5': '0.0280', 'HIT@10': '0.0671', 'NDCG@10': '0.0358', 'HIT@20': '0.1035', 'NDCG@20': '0.0449'}
{'epoch': 106, 'rec_avg_loss': '0.1641'}
{'Epoch': 106, 'HIT@5': '0.0433', 'NDCG@5': '0.0285', 'HIT@10': '0.0677', 'NDCG@10': '0.0364', 'HIT@20': '0.1021', 'NDCG@20': '0.0451'}
{'epoch': 107, 'rec_avg_loss': '0.1653'}
{'Epoch': 107, 'HIT@5': '0.0439', 'NDCG@5': '0.0284', 'HIT@10': '0.0672', 'NDCG@10': '0.0359', 'HIT@20': '0.1027', 'NDCG@20': '0.0448'}
{'epoch': 108, 'rec_avg_loss': '0.1701'}
{'Epoch': 108, 'HIT@5': '0.0436', 'NDCG@5': '0.0277', 'HIT@10': '0.0675', 'NDCG@10': '0.0353', 'HIT@20': '0.1028', 'NDCG@20': '0.0442'}
{'epoch': 109, 'rec_avg_loss': '0.1654'}
{'Epoch': 109, 'HIT@5': '0.0428', 'NDCG@5': '0.0271', 'HIT@10': '0.0677', 'NDCG@10': '0.0350', 'HIT@20': '0.1035', 'NDCG@20': '0.0440'}
{'epoch': 110, 'rec_avg_loss': '0.1647'}
{'Epoch': 110, 'HIT@5': '0.0419', 'NDCG@5': '0.0267', 'HIT@10': '0.0678', 'NDCG@10': '0.0350', 'HIT@20': '0.1028', 'NDCG@20': '0.0438'}
{'epoch': 111, 'rec_avg_loss': '0.1670'}
{'Epoch': 111, 'HIT@5': '0.0422', 'NDCG@5': '0.0275', 'HIT@10': '0.0680', 'NDCG@10': '0.0358', 'HIT@20': '0.1023', 'NDCG@20': '0.0445'}
{'epoch': 112, 'rec_avg_loss': '0.1640'}
{'Epoch': 112, 'HIT@5': '0.0429', 'NDCG@5': '0.0273', 'HIT@10': '0.0678', 'NDCG@10': '0.0353', 'HIT@20': '0.1024', 'NDCG@20': '0.0441'}
{'epoch': 113, 'rec_avg_loss': '0.1642'}
{'Epoch': 113, 'HIT@5': '0.0428', 'NDCG@5': '0.0273', 'HIT@10': '0.0671', 'NDCG@10': '0.0351', 'HIT@20': '0.1008', 'NDCG@20': '0.0436'}
{'epoch': 114, 'rec_avg_loss': '0.1656'}
{'Epoch': 114, 'HIT@5': '0.0418', 'NDCG@5': '0.0269', 'HIT@10': '0.0675', 'NDCG@10': '0.0352', 'HIT@20': '0.1035', 'NDCG@20': '0.0442'}
{'epoch': 115, 'rec_avg_loss': '0.1650'}
{'Epoch': 115, 'HIT@5': '0.0430', 'NDCG@5': '0.0278', 'HIT@10': '0.0682', 'NDCG@10': '0.0359', 'HIT@20': '0.1022', 'NDCG@20': '0.0444'}
{'epoch': 116, 'rec_avg_loss': '0.1659'}
{'Epoch': 116, 'HIT@5': '0.0437', 'NDCG@5': '0.0283', 'HIT@10': '0.0690', 'NDCG@10': '0.0364', 'HIT@20': '0.1034', 'NDCG@20': '0.0450'}
{'epoch': 117, 'rec_avg_loss': '0.1636'}
{'Epoch': 117, 'HIT@5': '0.0440', 'NDCG@5': '0.0282', 'HIT@10': '0.0690', 'NDCG@10': '0.0363', 'HIT@20': '0.1045', 'NDCG@20': '0.0452'}
{'epoch': 118, 'rec_avg_loss': '0.1630'}
{'Epoch': 118, 'HIT@5': '0.0436', 'NDCG@5': '0.0282', 'HIT@10': '0.0683', 'NDCG@10': '0.0361', 'HIT@20': '0.1040', 'NDCG@20': '0.0450'}
{'epoch': 119, 'rec_avg_loss': '0.1632'}
{'Epoch': 119, 'HIT@5': '0.0444', 'NDCG@5': '0.0285', 'HIT@10': '0.0681', 'NDCG@10': '0.0362', 'HIT@20': '0.1057', 'NDCG@20': '0.0456'}
{'epoch': 120, 'rec_avg_loss': '0.1614'}
{'Epoch': 120, 'HIT@5': '0.0432', 'NDCG@5': '0.0280', 'HIT@10': '0.0669', 'NDCG@10': '0.0356', 'HIT@20': '0.1033', 'NDCG@20': '0.0447'}
{'epoch': 121, 'rec_avg_loss': '0.1619'}
{'Epoch': 121, 'HIT@5': '0.0441', 'NDCG@5': '0.0288', 'HIT@10': '0.0678', 'NDCG@10': '0.0363', 'HIT@20': '0.1021', 'NDCG@20': '0.0450'}
{'epoch': 122, 'rec_avg_loss': '0.1642'}
{'Epoch': 122, 'HIT@5': '0.0429', 'NDCG@5': '0.0283', 'HIT@10': '0.0664', 'NDCG@10': '0.0359', 'HIT@20': '0.1023', 'NDCG@20': '0.0449'}
{'epoch': 123, 'rec_avg_loss': '0.1647'}
{'Epoch': 123, 'HIT@5': '0.0423', 'NDCG@5': '0.0279', 'HIT@10': '0.0666', 'NDCG@10': '0.0357', 'HIT@20': '0.1010', 'NDCG@20': '0.0443'}
{'epoch': 124, 'rec_avg_loss': '0.1620'}
{'Epoch': 124, 'HIT@5': '0.0433', 'NDCG@5': '0.0285', 'HIT@10': '0.0668', 'NDCG@10': '0.0360', 'HIT@20': '0.1028', 'NDCG@20': '0.0451'}
{'epoch': 125, 'rec_avg_loss': '0.1638'}
{'Epoch': 125, 'HIT@5': '0.0428', 'NDCG@5': '0.0276', 'HIT@10': '0.0672', 'NDCG@10': '0.0354', 'HIT@20': '0.1033', 'NDCG@20': '0.0445'}
{'epoch': 126, 'rec_avg_loss': '0.1646'}
{'Epoch': 126, 'HIT@5': '0.0423', 'NDCG@5': '0.0273', 'HIT@10': '0.0669', 'NDCG@10': '0.0352', 'HIT@20': '0.1027', 'NDCG@20': '0.0442'}
{'epoch': 127, 'rec_avg_loss': '0.1635'}
{'Epoch': 127, 'HIT@5': '0.0425', 'NDCG@5': '0.0277', 'HIT@10': '0.0673', 'NDCG@10': '0.0356', 'HIT@20': '0.1035', 'NDCG@20': '0.0447'}
{'epoch': 128, 'rec_avg_loss': '0.1628'}
{'Epoch': 128, 'HIT@5': '0.0448', 'NDCG@5': '0.0287', 'HIT@10': '0.0685', 'NDCG@10': '0.0363', 'HIT@20': '0.1046', 'NDCG@20': '0.0454'}
{'epoch': 129, 'rec_avg_loss': '0.1624'}
{'Epoch': 129, 'HIT@5': '0.0429', 'NDCG@5': '0.0276', 'HIT@10': '0.0681', 'NDCG@10': '0.0357', 'HIT@20': '0.1043', 'NDCG@20': '0.0448'}
{'epoch': 130, 'rec_avg_loss': '0.1634'}
{'Epoch': 130, 'HIT@5': '0.0423', 'NDCG@5': '0.0276', 'HIT@10': '0.0675', 'NDCG@10': '0.0357', 'HIT@20': '0.1033', 'NDCG@20': '0.0447'}
{'epoch': 131, 'rec_avg_loss': '0.1600'}
{'Epoch': 131, 'HIT@5': '0.0428', 'NDCG@5': '0.0277', 'HIT@10': '0.0675', 'NDCG@10': '0.0356', 'HIT@20': '0.1033', 'NDCG@20': '0.0446'}
{'epoch': 132, 'rec_avg_loss': '0.1616'}
{'Epoch': 132, 'HIT@5': '0.0428', 'NDCG@5': '0.0276', 'HIT@10': '0.0677', 'NDCG@10': '0.0356', 'HIT@20': '0.1018', 'NDCG@20': '0.0442'}
{'epoch': 133, 'rec_avg_loss': '0.1580'}
{'Epoch': 133, 'HIT@5': '0.0424', 'NDCG@5': '0.0278', 'HIT@10': '0.0686', 'NDCG@10': '0.0362', 'HIT@20': '0.1022', 'NDCG@20': '0.0446'}
{'epoch': 134, 'rec_avg_loss': '0.1630'}
{'Epoch': 134, 'HIT@5': '0.0443', 'NDCG@5': '0.0285', 'HIT@10': '0.0683', 'NDCG@10': '0.0362', 'HIT@20': '0.1025', 'NDCG@20': '0.0448'}
{'epoch': 135, 'rec_avg_loss': '0.1612'}
{'Epoch': 135, 'HIT@5': '0.0430', 'NDCG@5': '0.0281', 'HIT@10': '0.0677', 'NDCG@10': '0.0361', 'HIT@20': '0.1024', 'NDCG@20': '0.0448'}
{'epoch': 136, 'rec_avg_loss': '0.1613'}
{'Epoch': 136, 'HIT@5': '0.0444', 'NDCG@5': '0.0290', 'HIT@10': '0.0679', 'NDCG@10': '0.0366', 'HIT@20': '0.1034', 'NDCG@20': '0.0455'}
{'epoch': 137, 'rec_avg_loss': '0.1624'}
{'Epoch': 137, 'HIT@5': '0.0446', 'NDCG@5': '0.0293', 'HIT@10': '0.0679', 'NDCG@10': '0.0368', 'HIT@20': '0.1040', 'NDCG@20': '0.0459'}
{'epoch': 138, 'rec_avg_loss': '0.1579'}
{'Epoch': 138, 'HIT@5': '0.0448', 'NDCG@5': '0.0293', 'HIT@10': '0.0683', 'NDCG@10': '0.0368', 'HIT@20': '0.1046', 'NDCG@20': '0.0460'}
{'epoch': 139, 'rec_avg_loss': '0.1645'}
{'Epoch': 139, 'HIT@5': '0.0439', 'NDCG@5': '0.0285', 'HIT@10': '0.0678', 'NDCG@10': '0.0362', 'HIT@20': '0.1041', 'NDCG@20': '0.0453'}
{'epoch': 140, 'rec_avg_loss': '0.1588'}
{'Epoch': 140, 'HIT@5': '0.0428', 'NDCG@5': '0.0280', 'HIT@10': '0.0686', 'NDCG@10': '0.0362', 'HIT@20': '0.1034', 'NDCG@20': '0.0450'}
{'epoch': 141, 'rec_avg_loss': '0.1601'}
{'Epoch': 141, 'HIT@5': '0.0435', 'NDCG@5': '0.0283', 'HIT@10': '0.0682', 'NDCG@10': '0.0362', 'HIT@20': '0.1035', 'NDCG@20': '0.0451'}
{'epoch': 142, 'rec_avg_loss': '0.1599'}
{'Epoch': 142, 'HIT@5': '0.0438', 'NDCG@5': '0.0287', 'HIT@10': '0.0680', 'NDCG@10': '0.0365', 'HIT@20': '0.1040', 'NDCG@20': '0.0455'}
{'epoch': 143, 'rec_avg_loss': '0.1589'}
{'Epoch': 143, 'HIT@5': '0.0436', 'NDCG@5': '0.0285', 'HIT@10': '0.0682', 'NDCG@10': '0.0364', 'HIT@20': '0.1041', 'NDCG@20': '0.0454'}
{'epoch': 144, 'rec_avg_loss': '0.1584'}
{'Epoch': 144, 'HIT@5': '0.0447', 'NDCG@5': '0.0287', 'HIT@10': '0.0679', 'NDCG@10': '0.0362', 'HIT@20': '0.1045', 'NDCG@20': '0.0454'}
{'epoch': 145, 'rec_avg_loss': '0.1608'}
{'Epoch': 145, 'HIT@5': '0.0437', 'NDCG@5': '0.0280', 'HIT@10': '0.0682', 'NDCG@10': '0.0359', 'HIT@20': '0.1041', 'NDCG@20': '0.0449'}
{'epoch': 146, 'rec_avg_loss': '0.1584'}
{'Epoch': 146, 'HIT@5': '0.0434', 'NDCG@5': '0.0282', 'HIT@10': '0.0691', 'NDCG@10': '0.0365', 'HIT@20': '0.1039', 'NDCG@20': '0.0452'}
{'epoch': 147, 'rec_avg_loss': '0.1596'}
{'Epoch': 147, 'HIT@5': '0.0442', 'NDCG@5': '0.0289', 'HIT@10': '0.0677', 'NDCG@10': '0.0365', 'HIT@20': '0.1058', 'NDCG@20': '0.0461'}
{'epoch': 148, 'rec_avg_loss': '0.1573'}
{'Epoch': 148, 'HIT@5': '0.0424', 'NDCG@5': '0.0271', 'HIT@10': '0.0672', 'NDCG@10': '0.0351', 'HIT@20': '0.1031', 'NDCG@20': '0.0442'}
{'epoch': 149, 'rec_avg_loss': '0.1605'}
{'Epoch': 149, 'HIT@5': '0.0427', 'NDCG@5': '0.0274', 'HIT@10': '0.0677', 'NDCG@10': '0.0355', 'HIT@20': '0.1033', 'NDCG@20': '0.0444'}
{'epoch': 150, 'rec_avg_loss': '0.1571'}
{'Epoch': 150, 'HIT@5': '0.0422', 'NDCG@5': '0.0275', 'HIT@10': '0.0683', 'NDCG@10': '0.0359', 'HIT@20': '0.1038', 'NDCG@20': '0.0448'}
{'epoch': 151, 'rec_avg_loss': '0.1578'}
{'Epoch': 151, 'HIT@5': '0.0444', 'NDCG@5': '0.0285', 'HIT@10': '0.0687', 'NDCG@10': '0.0363', 'HIT@20': '0.1020', 'NDCG@20': '0.0447'}
{'epoch': 152, 'rec_avg_loss': '0.1585'}
{'Epoch': 152, 'HIT@5': '0.0442', 'NDCG@5': '0.0285', 'HIT@10': '0.0681', 'NDCG@10': '0.0362', 'HIT@20': '0.1037', 'NDCG@20': '0.0451'}
{'epoch': 153, 'rec_avg_loss': '0.1592'}
{'Epoch': 153, 'HIT@5': '0.0453', 'NDCG@5': '0.0291', 'HIT@10': '0.0669', 'NDCG@10': '0.0361', 'HIT@20': '0.1039', 'NDCG@20': '0.0454'}
{'epoch': 154, 'rec_avg_loss': '0.1573'}
{'Epoch': 154, 'HIT@5': '0.0448', 'NDCG@5': '0.0289', 'HIT@10': '0.0674', 'NDCG@10': '0.0362', 'HIT@20': '0.1038', 'NDCG@20': '0.0453'}
{'epoch': 155, 'rec_avg_loss': '0.1577'}
{'Epoch': 155, 'HIT@5': '0.0432', 'NDCG@5': '0.0277', 'HIT@10': '0.0679', 'NDCG@10': '0.0356', 'HIT@20': '0.1024', 'NDCG@20': '0.0443'}
{'epoch': 156, 'rec_avg_loss': '0.1603'}
{'Epoch': 156, 'HIT@5': '0.0423', 'NDCG@5': '0.0277', 'HIT@10': '0.0678', 'NDCG@10': '0.0359', 'HIT@20': '0.1035', 'NDCG@20': '0.0448'}
{'epoch': 157, 'rec_avg_loss': '0.1592'}
{'Epoch': 157, 'HIT@5': '0.0431', 'NDCG@5': '0.0279', 'HIT@10': '0.0682', 'NDCG@10': '0.0359', 'HIT@20': '0.1043', 'NDCG@20': '0.0450'}
{'epoch': 158, 'rec_avg_loss': '0.1596'}
{'Epoch': 158, 'HIT@5': '0.0442', 'NDCG@5': '0.0288', 'HIT@10': '0.0695', 'NDCG@10': '0.0369', 'HIT@20': '0.1033', 'NDCG@20': '0.0454'}
{'epoch': 159, 'rec_avg_loss': '0.1580'}
{'Epoch': 159, 'HIT@5': '0.0434', 'NDCG@5': '0.0285', 'HIT@10': '0.0681', 'NDCG@10': '0.0365', 'HIT@20': '0.1042', 'NDCG@20': '0.0456'}
{'epoch': 160, 'rec_avg_loss': '0.1581'}
{'Epoch': 160, 'HIT@5': '0.0432', 'NDCG@5': '0.0284', 'HIT@10': '0.0677', 'NDCG@10': '0.0363', 'HIT@20': '0.1044', 'NDCG@20': '0.0454'}
{'epoch': 161, 'rec_avg_loss': '0.1550'}
{'Epoch': 161, 'HIT@5': '0.0435', 'NDCG@5': '0.0285', 'HIT@10': '0.0682', 'NDCG@10': '0.0364', 'HIT@20': '0.1052', 'NDCG@20': '0.0457'}
{'epoch': 162, 'rec_avg_loss': '0.1599'}
{'Epoch': 162, 'HIT@5': '0.0443', 'NDCG@5': '0.0289', 'HIT@10': '0.0690', 'NDCG@10': '0.0369', 'HIT@20': '0.1055', 'NDCG@20': '0.0461'}
{'epoch': 163, 'rec_avg_loss': '0.1564'}
{'Epoch': 163, 'HIT@5': '0.0445', 'NDCG@5': '0.0288', 'HIT@10': '0.0692', 'NDCG@10': '0.0367', 'HIT@20': '0.1061', 'NDCG@20': '0.0459'}
{'epoch': 164, 'rec_avg_loss': '0.1589'}
{'Epoch': 164, 'HIT@5': '0.0436', 'NDCG@5': '0.0285', 'HIT@10': '0.0687', 'NDCG@10': '0.0365', 'HIT@20': '0.1049', 'NDCG@20': '0.0456'}
{'epoch': 165, 'rec_avg_loss': '0.1578'}
{'Epoch': 165, 'HIT@5': '0.0443', 'NDCG@5': '0.0288', 'HIT@10': '0.0696', 'NDCG@10': '0.0369', 'HIT@20': '0.1051', 'NDCG@20': '0.0458'}
{'epoch': 166, 'rec_avg_loss': '0.1543'}
{'Epoch': 166, 'HIT@5': '0.0434', 'NDCG@5': '0.0282', 'HIT@10': '0.0689', 'NDCG@10': '0.0364', 'HIT@20': '0.1043', 'NDCG@20': '0.0453'}
{'epoch': 167, 'rec_avg_loss': '0.1594'}
{'Epoch': 167, 'HIT@5': '0.0439', 'NDCG@5': '0.0282', 'HIT@10': '0.0685', 'NDCG@10': '0.0361', 'HIT@20': '0.1047', 'NDCG@20': '0.0452'}
{'epoch': 168, 'rec_avg_loss': '0.1546'}
{'Epoch': 168, 'HIT@5': '0.0445', 'NDCG@5': '0.0288', 'HIT@10': '0.0692', 'NDCG@10': '0.0367', 'HIT@20': '0.1058', 'NDCG@20': '0.0459'}
{'epoch': 169, 'rec_avg_loss': '0.1615'}
